period,min_date,max_date,nobs,constant,DPR_t,DPR_{t+1},tstat_constant,tstat_DPR_t,tstat_DPR_{t+1},R_sq,R_sq-adj,s(epsilon),rho_1,rho_2,rho_3,rho_4,rho_5
1,1953-01-31,1976-12-31,96,0.00476617086554106,0.0133598223247682,1.24062861895656,0.700876964198135,0.0454757920636726,4.24109771389899,0.199417571479615,0.173311622723515,0.0603667872335682,0.332392261645708,-0.0965441835991393,-0.0988615158935504,0.0988944807691028,0.101402180532244
2,1954-01-31,1976-02-28,88,0.00197275648003247,0.137853339271582,1.3080577285433,0.266663758118211,0.442899803185484,4.1940117143802,0.220821779367185,0.192993985773156,0.061594961790116,0.297863844192492,-0.135594568568779,-0.125166252244478,0.0810765885772373,0.0856279796962583
