min_date,max_date,X_t,Y_t+tau,tau=-1,tau=0,tau=+1
1953-01-31,2019-12-31,I,DRGNP,0.165947375457175,-0.132644209508839,-0.317892476731476
1953-01-31,2019-12-31,I,DPR,0.102414269659073,-0.178755874062268,-0.303344200666355
1953-01-31,2019-12-31,I,DCX/NS,-0.12749348477344,-0.0140893838290356,0.0594149506036814
1953-01-31,2019-12-31,I,DROC,-0.0454192227393929,-0.193370019075872,-0.230378247088165
1953-01-31,2019-12-31,EITB,DRGNP,0.112874937966663,-0.227248405762121,-0.16144111694969
1953-01-31,2019-12-31,EITB,DPR,0.0828430126011261,-0.205237275622317,-0.171757510276382
1953-01-31,2019-12-31,EITB,DCX/NS,-0.0412200593541517,-0.083618343537759,0.167805333170784
1953-01-31,2019-12-31,EITB,DROC,-0.00819710716874026,-0.287548077327518,-0.0515712428957868
1953-01-31,2019-12-31,BG,DRGNP,-0.00261296193840734,-0.311494145926388,-0.03612718307628
1953-01-31,2019-12-31,BG,DPR,-0.0459617164273657,-0.326454273121854,-0.0773626229394909
1953-01-31,2019-12-31,BG,DCX/NS,0.0736410022290826,0.0498089826108379,-0.0431433273306758
1953-01-31,2019-12-31,BG,DROC,-0.0268231677826165,-0.254868710512977,0.244495242107601
1953-01-31,1999-12-31,I,DRGNP,0.119404889748642,-0.317038689716859,-0.446537991804761
1953-01-31,1999-12-31,I,DPR,0.0184053369694831,-0.417688456488709,-0.476342402434843
1953-01-31,1999-12-31,I,DCX/NS,-0.143376811060112,-0.0593192742820562,0.0277267607862069
1953-01-31,1999-12-31,I,DROC,-0.0778484046771225,-0.343111510613229,-0.23976569515252
1953-01-31,1999-12-31,EITB,DRGNP,-0.125753583033764,-0.428942606848572,-0.287900679895662
1953-01-31,1999-12-31,EITB,DPR,-0.205718610474524,-0.495303430293627,-0.298636713223553
1953-01-31,1999-12-31,EITB,DCX/NS,-0.0736928124625865,-0.0420378549164215,-0.0622567560644086
