min_date,max_date,X_t,Y_t+tau,tau=-1,tau=0,tau=+1
2007-07-31,2019-12-31,BG,DRGNP,-0.196782833401689,-0.666844144812242,-0.252718474832556
2007-07-31,2019-12-31,BG,DPR,-0.493371916432839,-0.278340408713681,-0.318705389918568
2007-07-31,2019-12-31,BG,DCX/NS,-0.0287036741763282,-0.026492251728742,-0.00563457618356772
2007-07-31,2019-12-31,BG,DROC,0.0361037631293615,-0.47218419520887,-0.153177058394397
1953-01-31,1977-12-31,I,DRGNP,-0.0518622969455839,-0.248259462636175,-0.145557040169484
1953-01-31,1977-12-31,I,DPR,-0.130207763266086,-0.224463342574408,-0.269049629248411
1953-01-31,1977-12-31,I,DCX/NS,-0.0668731110600346,0.0341267608203008,-0.0309178742694322
1953-01-31,1977-12-31,I,DROC,-0.107280859310719,-0.146622530202648,-0.189676993617997
1953-01-31,1977-12-31,EITB,DRGNP,-0.0917873930962153,-0.209358165735228,-0.185577901065971
1953-01-31,1977-12-31,EITB,DPR,-0.151102627483324,-0.300253611069475,-0.312951518368635
1953-01-31,1977-12-31,EITB,DCX/NS,-0.103219148498724,0.0251349693029614,0.0275211246285829
1953-01-31,1977-12-31,EITB,DROC,-0.182288624097598,-0.232004916577083,-0.169217603800048
1953-01-31,1977-12-31,BG,DRGNP,0.256119167031132,-0.0430888263487552,0.0855225281630013
1953-01-31,1977-12-31,BG,DPR,0.0864315224554014,0.0841402786539632,0.00227163057347808
1953-01-31,1977-12-31,BG,DCX/NS,0.13739334144829,-0.621501626225865,0.37711391380483
1953-01-31,1977-12-31,BG,DROC,0.14038612242623,-0.307582658112037,-0.0049497018812728
1954-01-31,1976-12-31,I,DRGNP,-0.106147784107237,-0.331038878476439,-0.247988534999282
1954-01-31,1976-12-31,I,DPR,-0.184081857893326,-0.298677394678258,-0.337560938668057
1954-01-31,1976-12-31,I,DCX/NS,-0.0729209324631972,0.02327542679948,-0.0299158770108178
1954-01-31,1976-12-31,I,DROC,-0.189207777370248,-0.230162683282156,-0.224868527286219
1954-01-31,1976-12-31,EITB,DRGNP,-0.143623461061006,-0.289136163859149,-0.304108204298796
1954-01-31,1976-12-31,EITB,DPR,-0.210531064370438,-0.379452227136632,-0.399913174430321
1954-01-31,1976-12-31,EITB,DCX/NS,-0.0996496881515521,0.0167595026776205,0.0343931929317676
1954-01-31,1976-12-31,EITB,DROC,-0.283512939468274,-0.314230206875105,-0.23096551378586
1954-01-31,1976-12-31,BG,DRGNP,0.213349185238509,-0.0780984793691781,0.0870194044447769
1954-01-31,1976-12-31,BG,DPR,0.0375483984759895,0.079306748109596,-0.0180145235981765
1954-01-31,1976-12-31,BG,DCX/NS,0.142135477755208,-0.622873605379078,0.355105388176446
1954-01-31,1976-12-31,BG,DROC,0.0775362524670245,-0.298568990365083,-0.0200429360608694
