min_date,max_date,X_t,Y_t+tau,tau=-1,tau=0,tau=+1
2001-12-31,2019-12-31,I,DRGNP,0.205759219963208,-0.162617742786022,-0.360873124358298
2001-12-31,2019-12-31,I,DPR,-0.412313641631503,-0.1389072224799,-0.282747402793752
2001-12-31,2019-12-31,I,DCX/NS,-0.0632419215462928,0.0353817020906625,-0.434878836425329
2001-12-31,2019-12-31,I,DROC,-0.0435545963591968,0.159504103598768,0.110766233558737
2001-12-31,2019-12-31,EIAR,DRGNP,-0.223557589357569,-0.223583044453812,0.01816598557581
2001-12-31,2019-12-31,EIAR,DPR,-0.220543751099374,-0.158879716660457,0.0105010457888917
2001-12-31,2019-12-31,EIAR,DCX/NS,0.0662781307438621,-0.318111929432492,0.138516394903527
2001-12-31,2019-12-31,EIAR,DROC,0.248387251872894,0.14986593348538,0.514476487235341
2001-12-31,2019-12-31,BG,DRGNP,0.423138496947467,-0.0938920338950857,-0.263291018238922
2001-12-31,2019-12-31,BG,DPR,0.338124851757711,-0.417664540549198,0.215329212867928
2001-12-31,2019-12-31,BG,DCX/NS,0.315491269065214,-0.00838013044947507,0.0974461494024165
2001-12-31,2019-12-31,BG,DROC,-0.0558776046562504,-0.0314285187316878,0.0411322936136115
2001-12-31,2008-09-30,I,DRGNP,0.426570679670582,-0.453416748046624,-0.701885414986737
2001-12-31,2008-09-30,I,DPR,-0.425771690382424,-0.375059107066823,-0.369179629057976
2001-12-31,2008-09-30,I,DCX/NS,-0.0561930662915286,0.0732825624489021,-0.711451988602996
2001-12-31,2008-09-30,I,DROC,-0.264330538043503,-0.0741571865126513,0.160154306886311
2001-12-31,2008-09-30,EIAR,DRGNP,-0.26486698477002,-0.563823348105118,-0.0824079450930218
2001-12-31,2008-09-30,EIAR,DPR,-0.0356888671895593,-0.389261415326577,0.159461243868982
2001-12-31,2008-09-30,EIAR,DCX/NS,0.14300773080804,-0.723193088277266,0.188758711686836
2001-12-31,2008-09-30,EIAR,DROC,0.0691564087742779,-0.141459542651812,0.795534820555739
2001-12-31,2008-09-30,BG,DRGNP,0.560455553780974,0.307980965406608,-0.612337056888096
2001-12-31,2008-09-30,BG,DPR,0.424885582602927,-0.392790613009603,-0.245788438559499
2001-12-31,2008-09-30,BG,DCX/NS,0.62241761565105,-0.098512182458906,0.15035696928845
2001-12-31,2008-09-30,BG,DROC,0.342178966645262,-0.375619758689435,-0.322642139246579
2008-10-31,2019-12-31,I,DRGNP,-0.0830063392088629,0.0525126556952509,0.181367070591364
2008-10-31,2019-12-31,I,DPR,-0.436448449739794,0.10567125394123,-0.231896824139726
2008-10-31,2019-12-31,I,DCX/NS,0.133590462733064,0.1831233309463,0.0789210381753218
2008-10-31,2019-12-31,I,DROC,0.244583489385222,0.555683694146969,-0.157853770918393
2008-10-31,2019-12-31,EIAR,DRGNP,-0.226375637684603,0.0234100667728684,0.151731752093655
2008-10-31,2019-12-31,EIAR,DPR,-0.573970947758129,0.0665607980595737,-0.0739983886504921
2008-10-31,2019-12-31,EIAR,DCX/NS,0.0541248548765558,0.13249782633895,0.195257324158231
2008-10-31,2019-12-31,EIAR,DROC,0.467142663978747,0.536597818154976,0.014330262379477
2008-10-31,2019-12-31,BG,DRGNP,0.374184840782964,-0.264706172571622,-0.0563289173702108
2008-10-31,2019-12-31,BG,DPR,0.317806497066772,-0.436106606068266,0.38347483106907
2008-10-31,2019-12-31,BG,DCX/NS,0.124949178324294,0.0125494841237509,0.0389302712389011
2008-10-31,2019-12-31,BG,DROC,-0.328678607536966,0.234665972922905,0.397801293465892
